num_passengers,alpha,beta,inter_cluster_travelling,preference_distribution,service_hours,num_locations,centroid_codes,dataset,short_avg_vehicle_speed,long_avg_vehicle_speed,algorithm,utilitarian,egalitarian,proportionality,avg_utility,gini_index,elapsed_time
100,20,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",33.49576449790332,1.1202138378030978e-12,0.30490627665538483,0.3349576449790331,0.5098988796709528,4.316364420810714
100,20,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",36.85192675373095,1.2862718793853352e-80,0.28613844213412615,0.36851926753730935,0.4407734005942483,3.746743143070489
100,20,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",38.18058643745091,8.952810174726066e-20,0.31136971534693025,0.38180586437450903,0.46485093462360344,4.566766351927072
100,20,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",33.3502983608649,8.006700952076769e-48,0.326044661106476,0.33350298360864905,0.5416843871985024,4.331900644814596
100,20,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",32.59725553409411,4.963923145008711e-221,0.32023458982678366,0.32597255534094105,0.5440033903780745,3.4775633248500526
100,20,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",31.88363630192806,9.144136115209174e-22,0.30221413505257805,0.3188363630192806,0.5269155148026051,3.588176802964881
100,20,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",35.45889141207302,5.298512063924026e-16,0.2912735958860304,0.35458891412073024,0.4656482949650213,4.233896302990615
100,20,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",34.4370576115238,3.908467366474226e-23,0.3133530384784726,0.34437057611523797,0.5092900472424248,3.9409229799639434
100,20,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",35.985435918834916,3.070410961584973e-13,0.2856630342397653,0.35985435918834924,0.45177668885266303,4.040165540995076
100,20,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",30.265849437554817,1.0650813756776407e-19,0.30095339431717966,0.30265849437554815,0.5494164547174852,3.393112085061148
100,20,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",35.35602472633961,1.965534568972771e-09,0.3174723911761104,0.35356024726339613,0.5056906052254698,4.033395549049601
100,20,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",40.410330345889086,3.1118534019377566e-68,0.3210111848948261,0.4041033034588907,0.4532348043659525,4.049810579046607
100,20,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",36.79600077914453,1.403982797717414e-84,0.28165997242383567,0.3679600077914453,0.4364516797882067,4.118068034062162
100,20,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",36.92359147740396,1.8015045706968907e-12,0.3102305501395535,0.3692359147740396,0.4761811321966522,3.602972242049873
100,20,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",39.043581762855815,9.08469196773914e-34,0.32393307181184444,0.3904358176285583,0.47136031304577863,3.7636738778091967
100,20,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",30.972117822255797,2.652949087736051e-22,0.30650539718187464,0.309721178222558,0.547034493397813,2.730271922890097
100,20,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",34.1428001080196,1.2502813190356325e-19,0.3123254414576523,0.34142800108019594,0.5134301320931685,3.505287925945595
100,20,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",32.02847968422325,3.717897829324911e-61,0.2975924327944243,0.32028479684223254,0.5186422493781477,3.724028723081574
100,20,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",36.125504980967854,4.552677345875648e-09,0.28812148136212784,0.3612550498096787,0.45112178576345496,4.122589071048424
100,20,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",34.49409294552514,1.502975577986827e-26,0.31923725971364764,0.34494092945525145,0.5175962605121357,4.367397197987884
100,20,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",32.83903366155291,1.7408380740509233e-10,0.3061443755426975,0.32839033661552913,0.5209913932486925,4.605088932905346
100,20,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",33.292365462490494,7.37871052400819e-15,0.29474442463602524,0.3329236546249049,0.4979129977985184,3.10777416289784
100,20,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",32.53323734521732,6.302359102653502e-13,0.27824810002313577,0.3253323734521733,0.47962219375948467,3.5657844240777194
100,20,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",33.72521982088048,9.084556971132583e-15,0.30722312694537585,0.33725219820880475,0.5115195934921051,4.141714558005333
100,20,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",35.67109858055719,2.4870250259022726e-22,0.33336232295331397,0.3567109858055719,0.5200010838706431,3.7447868601884693
100,20,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",35.560424366839705,5.563432045839829e-07,0.2786156948203308,0.35560424366839705,0.44509246802370134,4.205308787059039
