num_passengers,alpha,beta,inter_cluster_travelling,preference_distribution,service_hours,num_locations,centroid_codes,dataset,short_avg_vehicle_speed,long_avg_vehicle_speed,algorithm,avg_utilitarian,avg_egalitarian,avg_proportionality,avg_utility,avg_gini_index,avg_elapsed_time
100,10,20,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ++ ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'gini_index', 'service_hours': 24})",20.74151984278576,5.101011840738772e-16,0.23351495744506515,0.20741519842785763,0.6039235194791032,3.1369141281442716
