num_passengers,alpha,beta,inter_cluster_travelling,preference_distribution,service_hours,num_locations,centroid_codes,dataset,short_avg_vehicle_speed,long_avg_vehicle_speed,algorithm,utilitarian,egalitarian,proportionality,avg_utility,gini_index,elapsed_time
100,30,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'gini_index', 'service_hours': 24})",31.132816910972043,4.466565109151569e-56,0.3416215939541385,0.3113281691097205,0.5915337423791484,3.7574153970927
100,30,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'gini_index', 'service_hours': 24})",31.863092136553618,4.1682191845703937e-41,0.3284083117241186,0.3186309213655363,0.5609436644440533,2.470413522096351
100,30,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'gini_index', 'service_hours': 24})",39.09321109444566,2.0936927648839936e-56,0.36815357245088093,0.3909321109444568,0.5228604542633688,4.23827468091622
100,30,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'gini_index', 'service_hours': 24})",27.73354245132452,6.659615423642848e-26,0.30438643786507086,0.27733542451324533,0.5905543384854063,2.497053176164627
100,30,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'gini_index', 'service_hours': 24})",29.389993578442223,8.578022135859772e-62,0.328132026987383,0.29389993578442214,0.5980011208896631,3.3471866270992905
100,30,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'gini_index', 'service_hours': 24})",29.21430139694715,1.670037292435347e-40,0.3186893338735115,0.29214301396947157,0.5864226207231628,3.246674405178055
100,30,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'gini_index', 'service_hours': 24})",37.813536621048755,9.120368407532812e-33,0.3330384433296605,0.37813536621048754,0.4963423882522534,4.12536448193714
100,30,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'gini_index', 'service_hours': 24})",35.51242538797716,6.92548486189743e-47,0.3330048883264929,0.35512425387977165,0.5227819055603384,2.8274282589554787
100,30,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'gini_index', 'service_hours': 24})",32.46327181023214,7.927883542773947e-43,0.31342630236553015,0.3246327181023214,0.5337013363116992,2.964391468791291
100,30,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'gini_index', 'service_hours': 24})",34.32111291153527,7.01308394264595e-13,0.31509756354135376,0.3432111291153529,0.515594133151796,3.0323138039093465
100,30,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'gini_index', 'service_hours': 24})",31.367596678127192,9.957607619380057e-70,0.3230928148625954,0.3136759667812719,0.5626006703779357,3.38599631912075
100,30,10,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'gini_index', 'service_hours': 24})",30.374147198223906,1.7329759450371038e-68,0.3128747951054105,0.303741471982239,0.5589344591091209,4.086642743088305
