num_passengers,alpha,beta,inter_cluster_travelling,preference_distribution,service_hours,num_locations,centroid_codes,dataset,short_avg_vehicle_speed,long_avg_vehicle_speed,algorithm,avg_utilitarian,avg_egalitarian,avg_proportionality,avg_utility,avg_gini_index,avg_elapsed_time
100,10,20,True,peak_hours,24,"[60, 60]","['490003384SA', '490009644E']",westminster_hackney_stops,19.76,48,"greedy insert ({'final_voting_rule': 'none', 'iterations': 50, 'objective': 'utilitarian', 'service_hours': 24})",20.84223654875075,2.6923930012947037e-18,0.26870401983354136,0.2084223654875075,0.6642975198908337,3.9569737918977625
